fileName,metadata,oblastNameUkrainian,harvestedArea,volume,grainYield,volumeEnterprise,grainYieldEnterprise,harvestedAreaEnterprise,volumeHousehold,grainYieldHousehold,harvestedAreaHousehold,oblastNameEnglish
зміст-Table 1,"Обсяг виробництва, урожайність та зібрана площа сільськогосподарських культур за їх видами 
на 01 грудня 2021 року
The volume of production, yield and the area of agricultural crops collected by their species as of 01 December, 2021,,,,,,,,,,,,,,,,,,,,,,,Зміст ,,Contents,,,,,,,,,,,,,,,,,,,,",20,NaN,0,0,0,0,0,0,0,0,
зміст-Table 1,"Обсяг виробництва, урожайність та зібрана площа сільськогосподарських культур за їх видами 
на 01 грудня 2021 року
The volume of production, yield and the area of agricultural crops collected by their species as of 01 December, 2021,,,,,,,,,,,,,,,,,,,,,,,Зміст ,,Contents,,,,,,,,,,,,,,,,,,,,",21,NaN,0,0,0,0,0,0,0,0,
зміст-Table 1,"Обсяг виробництва, урожайність та зібрана площа сільськогосподарських культур за їх видами 
на 01 грудня 2021 року
The volume of production, yield and the area of agricultural crops collected by their species as of 01 December, 2021,,,,,,,,,,,,,,,,,,,,,,,Зміст ,,Contents,,,,,,,,,,,,,,,,,,,,",22,NaN,0,0,0,0,0,0,0,0,
зміст-Table 1,"Обсяг виробництва, урожайність та зібрана площа сільськогосподарських культур за їх видами 
на 01 грудня 2021 року
The volume of production, yield and the area of agricultural crops collected by their species as of 01 December, 2021,,,,,,,,,,,,,,,,,,,,,,,Зміст ,,Contents,,,,,,,,,,,,,,,,,,,,",23,NaN,0,0,0,0,0,0,0,0,
зміст-Table 1,"Обсяг виробництва, урожайність та зібрана площа сільськогосподарських культур за їх видами 
на 01 грудня 2021 року
The volume of production, yield and the area of agricultural crops collected by their species as of 01 December, 2021,,,,,,,,,,,,,,,,,,,,,,,Зміст ,,Contents,,,,,,,,,,,,,,,,,,,,",24,NaN,0,0,0,0,0,0,0,0,
зміст-Table 1,"Обсяг виробництва, урожайність та зібрана площа сільськогосподарських культур за їх видами 
на 01 грудня 2021 року
The volume of production, yield and the area of agricultural crops collected by their species as of 01 December, 2021,,,,,,,,,,,,,,,,,,,,,,,Зміст ,,Contents,,,,,,,,,,,,,,,,,,,,",25,NaN,0,0,0,0,0,0,0,0,
зміст-Table 1,"Обсяг виробництва, урожайність та зібрана площа сільськогосподарських культур за їх видами 
на 01 грудня 2021 року
The volume of production, yield and the area of agricultural crops collected by their species as of 01 December, 2021,,,,,,,,,,,,,,,,,,,,,,,Зміст ,,Contents,,,,,,,,,,,,,,,,,,,,",26,NaN,0,0,0,0,0,0,0,0,
зміст-Table 1,"Обсяг виробництва, урожайність та зібрана площа сільськогосподарських культур за їх видами 
на 01 грудня 2021 року
The volume of production, yield and the area of agricultural crops collected by their species as of 01 December, 2021,,,,,,,,,,,,,,,,,,,,,,,Зміст ,,Contents,,,,,,,,,,,,,,,,,,,,",27,NaN,0,0,0,0,0,0,0,0,
зміст-Table 1,"Обсяг виробництва, урожайність та зібрана площа сільськогосподарських культур за їх видами 
на 01 грудня 2021 року
The volume of production, yield and the area of agricultural crops collected by their species as of 01 December, 2021,,,,,,,,,,,,,,,,,,,,,,,Зміст ,,Contents,,,,,,,,,,,,,,,,,,,,",28,NaN,0,0,0,0,0,0,0,0,
зміст-Table 1,"Обсяг виробництва, урожайність та зібрана площа сільськогосподарських культур за їх видами 
на 01 грудня 2021 року
The volume of production, yield and the area of agricultural crops collected by their species as of 01 December, 2021,,,,,,,,,,,,,,,,,,,,,,,Зміст ,,Contents,,,,,,,,,,,,,,,,,,,,",29,NaN,0,0,0,0,0,0,0,0,
зміст-Table 1,"Обсяг виробництва, урожайність та зібрана площа сільськогосподарських культур за їх видами 
на 01 грудня 2021 року
The volume of production, yield and the area of agricultural crops collected by their species as of 01 December, 2021,,,,,,,,,,,,,,,,,,,,,,,Зміст ,,Contents,,,,,,,,,,,,,,,,,,,,",30,NaN,0,0,0,0,0,0,0,0,
зміст-Table 1,"Обсяг виробництва, урожайність та зібрана площа сільськогосподарських культур за їх видами 
на 01 грудня 2021 року
The volume of production, yield and the area of agricultural crops collected by their species as of 01 December, 2021,,,,,,,,,,,,,,,,,,,,,,,Зміст ,,Contents,,,,,,,,,,,,,,,,,,,,",31,NaN,0,0,0,0,0,0,0,0,
зміст-Table 1,"Обсяг виробництва, урожайність та зібрана площа сільськогосподарських культур за їх видами 
на 01 грудня 2021 року
The volume of production, yield and the area of agricultural crops collected by their species as of 01 December, 2021,,,,,,,,,,,,,,,,,,,,,,,Зміст ,,Contents,,,,,,,,,,,,,,,,,,,,",32,NaN,0,0,0,0,0,0,0,0,
зміст-Table 1,"Обсяг виробництва, урожайність та зібрана площа сільськогосподарських культур за їх видами 
на 01 грудня 2021 року
The volume of production, yield and the area of agricultural crops collected by their species as of 01 December, 2021,,,,,,,,,,,,,,,,,,,,,,,Зміст ,,Contents,,,,,,,,,,,,,,,,,,,,",33,NaN,0,0,0,0,0,0,0,0,
зміст-Table 1,"Обсяг виробництва, урожайність та зібрана площа сільськогосподарських культур за їх видами 
на 01 грудня 2021 року
The volume of production, yield and the area of agricultural crops collected by their species as of 01 December, 2021,,,,,,,,,,,,,,,,,,,,,,,Зміст ,,Contents,,,,,,,,,,,,,,,,,,,,",34,NaN,0,0,0,0,0,0,0,0,
зміст-Table 1,"Обсяг виробництва, урожайність та зібрана площа сільськогосподарських культур за їх видами 
на 01 грудня 2021 року
The volume of production, yield and the area of agricultural crops collected by their species as of 01 December, 2021,,,,,,,,,,,,,,,,,,,,,,,Зміст ,,Contents,,,,,,,,,,,,,,,,,,,,",35,NaN,0,0,0,0,0,0,0,0,
зміст-Table 1,"Обсяг виробництва, урожайність та зібрана площа сільськогосподарських культур за їх видами 
на 01 грудня 2021 року
The volume of production, yield and the area of agricultural crops collected by their species as of 01 December, 2021,,,,,,,,,,,,,,,,,,,,,,,Зміст ,,Contents,,,,,,,,,,,,,,,,,,,,",36,NaN,0,0,0,0,0,0,0,0,
зміст-Table 1,"Обсяг виробництва, урожайність та зібрана площа сільськогосподарських культур за їх видами 
на 01 грудня 2021 року
The volume of production, yield and the area of agricultural crops collected by their species as of 01 December, 2021,,,,,,,,,,,,,,,,,,,,,,,Зміст ,,Contents,,,,,,,,,,,,,,,,,,,,",37,NaN,0,0,0,0,0,0,0,0,
зміст-Table 1,"Обсяг виробництва, урожайність та зібрана площа сільськогосподарських культур за їх видами 
на 01 грудня 2021 року
The volume of production, yield and the area of agricultural crops collected by their species as of 01 December, 2021,,,,,,,,,,,,,,,,,,,,,,,Зміст ,,Contents,,,,,,,,,,,,,,,,,,,,",38,NaN,0,0,0,0,0,0,0,0,
зміст-Table 1,"Обсяг виробництва, урожайність та зібрана площа сільськогосподарських культур за їх видами 
на 01 грудня 2021 року
The volume of production, yield and the area of agricultural crops collected by their species as of 01 December, 2021,,,,,,,,,,,,,,,,,,,,,,,Зміст ,,Contents,,,,,,,,,,,,,,,,,,,,",39,NaN,0,0,0,0,0,0,0,0,
зміст-Table 1,"Обсяг виробництва, урожайність та зібрана площа сільськогосподарських культур за їх видами 
на 01 грудня 2021 року
The volume of production, yield and the area of agricultural crops collected by their species as of 01 December, 2021,,,,,,,,,,,,,,,,,,,,,,,Зміст ,,Contents,,,,,,,,,,,,,,,,,,,,",40,NaN,0,0,0,0,0,0,0,0,
зміст-Table 1,"Обсяг виробництва, урожайність та зібрана площа сільськогосподарських культур за їх видами 
на 01 грудня 2021 року
The volume of production, yield and the area of agricultural crops collected by their species as of 01 December, 2021,,,,,,,,,,,,,,,,,,,,,,,Зміст ,,Contents,,,,,,,,,,,,,,,,,,,,",41,NaN,0,0,0,0,0,0,0,0,
зміст-Table 1,"Обсяг виробництва, урожайність та зібрана площа сільськогосподарських культур за їх видами 
на 01 грудня 2021 року
The volume of production, yield and the area of agricultural crops collected by their species as of 01 December, 2021,,,,,,,,,,,,,,,,,,,,,,,Зміст ,,Contents,,,,,,,,,,,,,,,,,,,,",42,NaN,0,0,0,0,0,0,0,0,
зміст-Table 1,"Обсяг виробництва, урожайність та зібрана площа сільськогосподарських культур за їх видами 
на 01 грудня 2021 року
The volume of production, yield and the area of agricultural crops collected by their species as of 01 December, 2021,,,,,,,,,,,,,,,,,,,,,,,Зміст ,,Contents,,,,,,,,,,,,,,,,,,,,",43,NaN,0,0,0,0,0,0,0,0,
зміст-Table 1,"Обсяг виробництва, урожайність та зібрана площа сільськогосподарських культур за їх видами 
на 01 грудня 2021 року
The volume of production, yield and the area of agricultural crops collected by their species as of 01 December, 2021,,,,,,,,,,,,,,,,,,,,,,,Зміст ,,Contents,,,,,,,,,,,,,,,,,,,,",44,NaN,0,0,0,0,0,0,0,0,
зміст-Table 1,"Обсяг виробництва, урожайність та зібрана площа сільськогосподарських культур за їх видами 
на 01 грудня 2021 року
The volume of production, yield and the area of agricultural crops collected by their species as of 01 December, 2021,,,,,,,,,,,,,,,,,,,,,,,Зміст ,,Contents,,,,,,,,,,,,,,,,,,,,",45,NaN,0,0,0,0,0,0,0,0,
зміст-Table 1,"Обсяг виробництва, урожайність та зібрана площа сільськогосподарських культур за їх видами 
на 01 грудня 2021 року
The volume of production, yield and the area of agricultural crops collected by their species as of 01 December, 2021,,,,,,,,,,,,,,,,,,,,,,,Зміст ,,Contents,,,,,,,,,,,,,,,,,,,,",46,NaN,0,0,0,0,0,0,0,0,
зміст-Table 1,"Обсяг виробництва, урожайність та зібрана площа сільськогосподарських культур за їх видами 
на 01 грудня 2021 року
The volume of production, yield and the area of agricultural crops collected by their species as of 01 December, 2021,,,,,,,,,,,,,,,,,,,,,,,Зміст ,,Contents,,,,,,,,,,,,,,,,,,,,",47,NaN,0,0,0,0,0,0,0,0,
зміст-Table 1,"Обсяг виробництва, урожайність та зібрана площа сільськогосподарських культур за їх видами 
на 01 грудня 2021 року
The volume of production, yield and the area of agricultural crops collected by their species as of 01 December, 2021,,,,,,,,,,,,,,,,,,,,,,,Зміст ,,Contents,,,,,,,,,,,,,,,,,,,,",48,NaN,0,0,0,0,0,0,0,0,
зміст-Table 1,"Обсяг виробництва, урожайність та зібрана площа сільськогосподарських культур за їх видами 
на 01 грудня 2021 року
The volume of production, yield and the area of agricultural crops collected by their species as of 01 December, 2021,,,,,,,,,,,,,,,,,,,,,,,Зміст ,,Contents,,,,,,,,,,,,,,,,,,,,",49,NaN,0,0,0,0,0,0,0,0,
зміст-Table 1,"Обсяг виробництва, урожайність та зібрана площа сільськогосподарських культур за їх видами 
на 01 грудня 2021 року
The volume of production, yield and the area of agricultural crops collected by their species as of 01 December, 2021,,,,,,,,,,,,,,,,,,,,,,,Зміст ,,Contents,,,,,,,,,,,,,,,,,,,,",50,NaN,0,0,0,0,0,0,0,0,
зміст-Table 1,"Обсяг виробництва, урожайність та зібрана площа сільськогосподарських культур за їх видами 
на 01 грудня 2021 року
The volume of production, yield and the area of agricultural crops collected by their species as of 01 December, 2021,,,,,,,,,,,,,,,,,,,,,,,Зміст ,,Contents,,,,,,,,,,,,,,,,,,,,",51,NaN,0,0,0,0,0,0,0,0,
зміст-Table 1,"Обсяг виробництва, урожайність та зібрана площа сільськогосподарських культур за їх видами 
на 01 грудня 2021 року
The volume of production, yield and the area of agricultural crops collected by their species as of 01 December, 2021,,,,,,,,,,,,,,,,,,,,,,,Зміст ,,Contents,,,,,,,,,,,,,,,,,,,,",52,NaN,0,0,0,0,0,0,0,0,
зміст-Table 1,"Обсяг виробництва, урожайність та зібрана площа сільськогосподарських культур за їх видами 
на 01 грудня 2021 року
The volume of production, yield and the area of agricultural crops collected by their species as of 01 December, 2021,,,,,,,,,,,,,,,,,,,,,,,Зміст ,,Contents,,,,,,,,,,,,,,,,,,,,",53,NaN,0,0,0,0,0,0,0,0,
